id,rh98
1,1958.422463209645
2,2036.373938690859
3,1929.197045893851
4,604.9120674548569
5,2439.536404365342
6,2170.5517677295747
7,2289.6272018808145
8,2452.280878938614
9,734.9874936996913
10,2789.746451637063
11,1503.3606916329916
12,1469.0093203330432
13,2621.0330608496465
14,2145.288566279054
15,711.1300609887344
16,324.9108355170788
17,363.9889527779944
18,1832.8652706554192
19,554.0813209683927
20,1821.8771448348195
21,523.2042036511939
22,2391.8441519226694
23,1525.4972451717763
24,1531.4883418284476
25,746.9782153256014
26,472.54514197433616
27,2640.7100882375116
28,2356.3071777694067
29,777.8899255382918
30,1634.9722092220304
31,2094.017860484376
32,1345.1501537265597
33,2209.2255459316893
34,1802.7270737681486
35,2920.27146890053
36,3220.5115439527654
37,3160.5999457150097
38,2398.056007181614
39,1716.573717106851
40,2699.2727549263127
41,839.4825069438343
42,1751.2694299869063
43,2469.0486647357334
44,2811.1609450709298
45,2222.396585635757
46,825.5081489240669
47,1793.170391232084
48,1629.8927341362103
49,1177.056888465984
50,2605.232916145387
51,1439.1318314751475
52,1507.2569443297095
53,360.37979955789683
54,1188.856656046068
55,308.47425951799283
56,2661.6215658021765
57,1691.9920611913863
58,2067.229022684903
59,1702.5389262801623
60,3494.634866592356
61,1203.861843798628
62,1480.043622985316
63,2406.7405755537197
64,1967.6066095562785
65,2076.8812884494314
66,2927.9621390035695
67,1536.839368650077
68,719.4704762231909
69,1437.380740910896
70,392.9579240213257
71,1439.8534981717037
72,1036.469803452397
73,2404.407426394083
74,2322.35373245141
75,2191.9145426314303
76,624.7060101706928
77,1991.729915278396
78,2014.540607244073
79,2396.166283751057
80,2988.7820770547523
81,967.4633953627657
82,2560.308327398514
83,2309.250745848592
84,2226.8243726856317
85,2208.081287952924
86,692.7883401167736
87,2269.998102770524
88,2613.901496028792
89,2751.159590954795
90,1086.3832801382273
91,2140.836194973496
92,511.97908227261235
93,816.9419405284103
94,1037.7056573946675
95,1093.6433738761996
96,3014.1293764433476
97,1930.6612705469129
98,2526.8561858067774
99,2031.562614161862
100,2752.9528058028113
101,2896.242578000269
102,2381.291071382554
103,704.8603310872134
104,1636.1854061485114
105,2117.259693968946
106,2196.5453182847255
107,2459.368799528621
108,2521.9329286433936
109,2361.0047858896787
110,1915.9901104399116
111,1320.4583659766556
112,518.2603071292523
113,2398.6601740277642
114,2146.0278116204827
115,1586.4630007351059
116,1931.8509657741445
117,1398.4138051471875
118,2030.7377060570172
119,1738.6897456035156
120,2021.2345127194899
121,1805.8138839706098
122,2236.873141183931
123,1787.5584777989511
124,965.6001180605025
125,3096.0566657582026
126,2240.9537092273354
127,1188.600779875571
128,2113.507196208855
129,1554.9847838880648
130,1886.3543301747368
131,1115.4429656034672
132,560.0263898287179
133,1539.2119018364046
134,1623.2373253569158
135,1287.045194041474
136,357.6158532665138
137,1818.8684450650053
138,2195.3886882260363
139,2020.3991873036155
140,1550.4039428930594
141,1526.9474367139228
142,904.7273510617861
143,2685.6208263243825
144,2624.4939856719966
145,1690.893386396325
146,2798.599479904028
147,3062.138039743312
148,1646.5058456137174
149,2087.6547684871634
150,2607.0154528693524
151,1116.2710722445465
152,324.7103715096099
153,2267.2614885835933
154,1686.5137509562337
155,2586.799144830159
156,2567.7468453218466
157,568.5673003361528
158,600.9119854569644
159,1971.6084838870258
160,2467.601676034226
161,2674.1594694511778
162,1910.8373511732627
163,311.3917495018763
164,731.8668208512303
165,2456.511091133359
166,1718.8908680197098
167,822.2556670034505
168,2667.360496984626
169,2244.4075642809303
170,1057.900788927181
171,1289.5959739521732
172,1787.2486869505663
173,544.382191999454
174,1962.9269796033639
175,1982.731487009196
176,1375.1989139898524
177,1522.5761269322911
178,2960.110559723108
179,2177.8721106927255
180,419.4901308988218
181,556.2509115647205
182,455.81096287776796
183,1825.2110518871352
184,599.5972166587762
185,642.4232058285576
186,1254.7463499530234
187,2205.9250164890054
188,2288.653787856188
189,3398.5594405867682
190,2867.4284647423424
191,1479.4406027557668
192,3014.854515309025
193,2135.8975543433407
194,1996.1426948773726
195,1893.0361979576671
196,2665.1492156490553
197,2203.9016267362013
198,1936.2917995348498
199,2200.8307974798113
200,1622.569639607318
201,1899.3485292653802
202,2022.4926744373
203,1163.7472757665225
204,1118.4994444651725
205,1507.022348708993
206,2273.6910874380283
207,1961.5457425911416
208,1273.1398531514942
209,1964.131473692653
210,2842.810543330434
211,1206.5940568190397
212,2011.0193942199865
213,1055.0341331271045
214,1019.1645064241939
215,1993.0397960063847
216,1562.3524750672875
217,2028.70524872869
218,740.4893563859652
219,899.3388629090729
220,820.6306875911085
221,587.9645989615461
222,787.3969077007227
223,2315.8559947285257
224,2567.5995121198475
225,1270.6670024023865
226,1916.9781113551248
227,2177.8201521309275
228,2135.088035303727
229,922.8587851651226
230,2448.967785562598
231,449.57052948251794
232,1809.7778323381597
233,791.3111806239333
234,2586.3023859399214
235,1909.8146969570225
236,1991.7684514306993
237,1516.521452667071
238,1858.2211059801707
239,2153.5378586802503
240,1858.6946345926485
241,1752.283246719189
242,1289.9195043201328
243,2164.2551714622473
244,548.3764517438548
245,1708.2079846688955
246,1457.9306447926335
247,2400.1553744371363
248,626.3674975921057
249,442.801955446449
250,1748.2066869931205
251,2612.434738333418
252,920.1306862248309
253,2567.953231003698
254,2888.2145014094126
255,1361.3619994793817
256,2147.810308661775
257,803.993420065994
258,340.7022547407835
259,1267.0471710368838
260,2130.9806510585436
261,2843.5702833615305
262,1636.3870332086108
263,2181.350365557267
264,891.9847276294287
265,1377.633151979131
266,719.1989521668435
267,1676.6791862166924
268,1111.7417076817826
269,1068.1307740531554
270,2374.3371847663934
271,2897.3262423682163
272,2050.6785368074375
273,2171.125125300873
274,1732.5117999457798
275,1585.0954886179225
276,1958.6589771945407
277,1628.5293890620571
278,1069.0117332160817
279,2031.9639016247493
280,1006.2865303192715
281,1330.370323777787
282,2256.9480071388975
283,2028.8973790164619
284,2414.3809475292082
285,900.0664665262042
286,664.5562506428538
287,576.6254929075791
288,2174.2886238187357
289,2626.9563047698234
290,2131.3438548968543
291,2502.454895084593
292,1482.700356817456
293,1449.53606981733
294,2864.508483647314
295,802.5686656435032
296,2180.8896099114686
297,1472.2593472802669
298,1850.371749956979
299,1001.4351105764484
300,906.4314184065596
301,1748.4112446540278
302,1531.7572364454963
303,2358.8396929504447
304,1361.9450783843474
305,1138.8633737994815
306,1402.2283230561002
307,1336.8976082404422
308,477.48212051437815
